id,sentence,sentiment_Stanford,sentiment_Google Cloud,sentiment_Monkey Learn,Grand Truth
1353, Video Real Estate Darius Boyd lists first home ever bought He was just a threeyearold Bronco when he picked this one up; and a decade later; Brisbane Broncos captain Darius Boyd is ready to let it go,Negative,Neutral,Positive,Negative
1354, Video Brisbane  QLD Honey Badger lands sweet deal He literally cracked a whip on a real estate agents bottom and it seems to have worked for the Honey Badger Nick Cummins family  still a bachelor BTW,Negative,Positive,Neutral,Negative
1355, Video Brisbane  QLDmelbourne Next stop for old eastern suburbs pub New plans will unlock the value in a circa 1850s pub and former Cobb  Co staging post in an unlikely location,Negative,Negative,Neutral,Negative
1356, Melbourne  VIC Hammer time meets paddle time Sydneystyle auctions are being trialled on Melbournes streets with buyers being asked to register and wield a paddle at hammer time,Negative,Positive,Neutral,Negative
1357, But it could leave some up the creek without a; well; paddle,Negative,Positive,Positive,Positive
1358, Video Melbourne  VIC Stylish flip boosts value by almost $250K The owners of a Geelong West property have added almost $250;000 to its value in less than 12 months with a clever flip,Negative,Neutral,Positive,Negative
1359, Video Melbourne  VIC This is what a $46m apartment looks like You could buy multiple mansions with the amount this Melbourne penthouse is set to eclipse the state record by,Negative,Neutral,Negative,Negative
1360, The southern hemispheres largest singlelevel apartment has some serious views and perks,Negative,Positive,Neutral,Negative
1361, Video Melbourne  VICadelaide International dream homes on the market From an architecturally designed homes in Texas; a waterfront stunner in New South Wales and a luxe modern apartment in New York; this weeks top three international listings wont disappoint,Negative,Positive,Positive,Positive
1362, Heres whats on offer,Neutral,Neutral,Neutral,Neutral
1363, Video Adelaide  SA Hot auction for a house with park views HOT AUCTION: Whats the value of a view,Negative,Positive,Negative,Negative
1364, Arguably tens of thousands of dollars if the recent sale of this humble inner northern suburbs home is anything to go by,Negative,Neutral,Negative,Negative
1365, Adelaide  SA Contemporary living with plenty of style A unique; doublestorey home in Adelaides southeast is warm and welcoming; with plenty of unique factors; including high; raked ceilings and wooden floors,Positive,Positive,Positive,Positive
1366, Video Adelaide  SA At home with Ariane MuellerMenendez Midwife and ceramist Ariane MuellerMenendez shows us around her whimsical Adelaide Hills dome home and shares what inspires her earthy creations,Negative,Positive,Positive,Positive
1367, Video Adelaide  SAFollow us Advertise About us Newsletters Connect Be rewarded for your opinions Privacy Policy Relevant Ad OptOut Cookie Policy Terms  Conditions A NOTE ABOUT RELEVANT ADVERTISING: We collect information about the content (including ads) you use across this site and use it to make both advertising and content more relevant to you on our network and other sites,Negative,Negative,Neutral,Negative
1368, Find out more about our policy and your choices; including how to optout,Negative,Neutral,Positive,Negative
1369,Belmont on Saturday,Neutral,Neutral,Neutral,Neutral
1370,COMPETITION from five parties drove up the value of an untouched Belmont house described as a gold mine when it sold at auction on Saturday,Negative,Negative,Positive,Negative
1371, A Belmont family paid $520;000 to secure the original weatherboard house at 31 Rugby St ,Negative,Neutral,Negative,Negative
1372, They plan to renovate the threebedroom house which has only had one owner and is still sporting midcentury decor,Neutral,Negative,Neutral,Neutral
1373, Five bidders made a play for 31 Rugby St; Belmont,Negative,Neutral,Neutral,Neutral
1374,The Geelong suburb named in the nations top 50 future hot spots Demolition started on landmark site as Holiday Inn project starts Substantial Highton house has all the bells and whistles The kitchen/meals area,Negative,Positive,Positive,Positive
1375,It has a lot of potential; said the buyer; who had been looking for a property in the popular Belmont High School area for about six months,Positive,Positive,Negative,Positive
1376, And we have children at Belmont High School and Belmont primary,Neutral,Neutral,Negative,Neutral
1377, Ray White; Highton auctioneer Matthew Constantine took an opening bid of $440;000; with the strong interest pushing the result above the $460;000 to $500;000 expected range,Negative,Neutral,Neutral,Neutral
1378, The loungeroom,Neutral,Neutral,Negative,Neutral
1379,There has been one genuine owner and it has not been touched in that time; Mr Constantine said,Negative,Neutral,Positive,Negative
1380, Some might see that as a disadvantage but I see it as a distinct advantage ,Negative,Positive,Positive,Positive
1381, this place is a gold mine,Negative,Neutral,Positive,Negative
1382, He said similar weatherboard properties in the neighbourhood were selling for $800;000 to $900;000 once renovated,Negative,Negative,Negative,Negative
1383, How to bid at auction for your dream home,Neutral,Positive,Neutral,Neutral
1384, Theres side access to a single rear garage and a private backyard with a covered outdoor entertainment area,Neutral,Positive,Positive,Positive
1385, Belmont median house price jumped 9.3 per cent in the past year to $535;000,Negative,Neutral,Neutral,Neutral
1386,It may seem a straightforwardquestion; but the reality is more complex,Negative,Neutral,Positive,Negative
1387, Currently; depending on which real estate website yourescrolling through; estimates can differ by up to $25;000 from $370;000 to $395;000,Negative,Neutral,Neutral,Neutral
1388, And thats just the live data,Neutral,Neutral,Neutral,Neutral
1389,Bendigo ranks with world's worst for housing affordability Older data depending on who conducted the report and where the statistics are sourced from can also produce conflictingresults,Negative,Negative,Neutral,Negative
1390, As DrDiaswati Mardiasmo;National Research Manager forPRD Nationwide explains; some websites have a different methodologyfor collating the data,Negative,Positive,Neutral,Negative
1391,for example; has the most uptodate live data; but the reality is the figures are not completely accurate; Dr Madiasmo said,Negative,Negative,Negative,Negative
1392, Some of the information (in the live data) includes agents advice and itspossible some of the sales haven't settled and are still in contract period; she said,Negative,Neutral,Negative,Negative
1393, Some sales naturally fall through; making reports which consider longterm averages like the state governmentsVictorian property sales report more reliable; according to Dr Mardiasmo,Negative,Positive,Negative,Negative
1394, The Victorian property sales report uses settled threemonth old data,Negative,Neutral,Neutral,Neutral
1395, Its latestreport released last week puts Bendigos median price at $361;000 for the September quarter 2017 a drop of 7.7 per cent from the June quarter 2017,Negative,Neutral,Neutral,Neutral
1396, Additionally; unit prices were at $292;000 an increase of 17 per cent from the previous quarter,Negative,Neutral,Neutral,Neutral
1397, Settled data was traditionally more accurate or usable for researchers likeDr Mardiasmo,Negative,Neutral,Positive,Negative
1398, You could get a number of quick sales in a suburb or an expensive house or plot of land sell which could skew the figures; she said,Negative,Negative,Negative,Negative
